name,id,date
Marina,CC2013ITA-A-CC1-200,2016-08-28 00:25:29
Marina,CC2007ITA-A-TOR-200,2016-08-28 00:24:38
Drago,RE2008MLT-A-RE1-200,2016-08-23 09:38:22
Marina,RE2006SMR-A-RE1-100,2016-08-22 23:32:24
Lili,CC2013ESP-A-CC1-200,2016-08-22 13:02:52
Marina,CC2011FRA-A-CC1-200,2016-07-27 10:04:40
Tsetso,CC2013FRA-A-CC1-200,2016-07-26 12:32:06
Drago,RE1999NLD-A-RE1-200,2016-06-16 17:53:18
Drago,RE2002IRL-A-RE1-200,2016-06-16 17:52:10
Drago,CC2008FRA-A-CC1-200,2016-06-09 09:34:08
Drago,CC2012AUT-A-TYE-200,2016-06-09 09:33:37
Tsetso,CC2016DEU-A-CC1-200,2016-06-07 07:43:57
Marina,RE2014ESP-A-RE2-010,2016-05-30 19:50:51
Jonko,CC2016DEU-A-CC1-200,2016-05-27 11:31:10
Drago,RE1999ESP-A-RE1-200,2016-05-27 10:27:44
Drago,RE2002AUT-A-RE1-200,2016-05-27 10:27:19
Drago,RE1999DEU-A-RE1-200,2016-05-27 10:27:02
Drago,RE2008BEL-A-RE2-200,2016-05-27 10:26:49
Drago,RE1999ITA-A-RE1-200,2016-05-27 10:26:27
Drago,CC2010FRA-A-CC1-200,2016-05-17 08:21:59
Drago,CC2006ITA-A-CC1-200,2016-05-17 08:21:27
Drago,CC2015DEU-A-CC1-200,2016-05-17 08:20:55
Drago,CC2012DEU-A-CC1-200,2016-05-17 08:20:43
Drago,CC2012DEU-A-TYE-200,2016-05-17 08:20:10
Drago,CC2013MCO-A-CC1-200,2016-05-17 08:19:32
Jonko,RE2006MCO-A-RE2-200,2016-05-11 13:56:39
Joro,RE2007SVN-A-RE1-020,2016-04-24 16:16:20
Joro,CC2015DEU-A-CC2-200,2016-04-24 14:27:21
Joro,CC2009DEU-A-EMU-200,2016-04-24 14:25:19
Joro,RE2007FIN-A-RE2-050,2016-04-24 14:23:36
Joro,RE1999FIN-A-RE1-200,2016-04-24 14:22:18
Joro,CC2013NLD-A-CC1-200,2016-04-24 14:13:03
Joro,RE2006VAT-A-RE3-050,2016-04-24 14:00:11
Joro,RE2006SMR-A-RE1-200,2016-04-24 13:51:46
Joro,RE2006SMR-A-RE1-100,2016-04-24 13:51:34
Joro,RE2006SMR-A-RE1-050,2016-04-24 13:51:25
Joro,RE2006SMR-A-RE1-020,2016-04-24 13:51:09
Joro,RE2006SMR-A-RE1-005,2016-04-24 13:50:40
Joro,RE2006SMR-A-RE1-002,2016-04-24 13:50:32
Joro,RE2006SMR-A-RE1-001,2016-04-24 13:50:25
Lili,RE2014NLD-A-RE2-100,2016-04-10 08:04:37
Lili,CC2009BEL-A-CC1-200,2016-04-10 08:03:51
Lili,CC2015NLD-A-EUF-200,2016-04-10 08:03:12
Tsetso,CC2007NLD-A-TOR-200,2016-03-10 13:01:06
Tsetso,CC2004ITA-A-CC1-200,2016-02-15 10:06:46
Tsetso,RE2008MLT-A-RE1-010,2016-02-15 10:06:15
Tsetso,RE2007SVN-A-RE1-100,2016-02-15 10:05:47
Tsetso,RE2014LVA-A-RE1-100,2016-02-15 10:05:19
Marina,CC2008BEL-A-CC1-200,2016-02-08 10:43:10
Jonko,CC2010FRA-A-CC1-200,2016-01-19 18:28:26
Jonko,CC2013NLD-A-CC1-200,2016-01-19 18:27:57
Jonko,CC2013NLD-A-CC2-200,2016-01-19 18:27:45
Jonko,RE2014NLD-A-RE2-010,2016-01-19 18:27:10
Lili,CC2014BEL-A-CC1-200,2016-01-19 16:57:27
Marina,RE2014LVA-A-RE1-005,2016-01-19 09:48:18
Marina,RE2014NLD-A-RE2-010,2016-01-19 09:48:03
Marina,CC2013NLD-A-CC1-200,2016-01-19 09:47:29
Niki,RE2014NLD-A-RE2-200,2016-01-19 09:46:48
Niki,RE2014NLD-A-RE2-010,2016-01-19 08:52:21
Niki,CC2012BEL-A-TYE-200,2016-01-19 08:50:59
Lili,CC2010FIN-A-CC1-200,2016-01-19 08:22:25
Lili,CC2013NLD-A-CC1-200,2016-01-19 08:22:14
Lili,CC2012BEL-A-CC1-200,2016-01-19 08:21:48
Lili,RE2014NLD-A-RE2-050,2016-01-19 08:21:24
Lili,RE2014LVA-A-RE1-020,2016-01-19 08:21:09
Lili,RE2014NLD-A-RE2-020,2016-01-19 08:21:01
Tsetso,CC2009LUX-A-EMU-200,2016-01-15 13:05:35
Joro,RE2002PRT-A-RE1-005,2016-01-09 21:32:23
Joro,RE1999BEL-A-RE1-100,2016-01-09 21:23:07
Joro,RE2009SVK-A-RE1-050,2016-01-09 21:16:09
Joro,RE2014ESP-A-RE2-002,2016-01-09 21:07:34
Joro,CC2011DEU-A-CC1-200,2016-01-09 21:00:50
Joro,RE2011EST-A-RE1-001,2016-01-09 20:56:32
Tsetso,CC2015DEU-A-EUF-200,2015-12-31 23:01:55
Niki,CC2015DEU-A-EUF-200,2015-12-21 11:32:33
Jonko,CC2014MLT-A-CC1-200,2015-12-18 09:30:41
Jonko,CC2015DEU-A-CC2-200,2015-12-14 00:09:29
Jonko,CC2015DEU-A-EUF-200,2015-12-14 00:09:15
Jonko,CC2014DEU-A-CC1-200,2015-12-14 00:08:29
Tsetso,CC2011FRA-A-CC1-200,2015-12-13 10:47:17
Tsetso,CC2014ESP-A-CC2-200,2015-11-20 10:15:10
Niki,CC2015ESP-A-CC1-200,2015-10-25 07:52:20
Joro,RE2014LVA-A-RE1-002,2015-10-15 20:50:08
Joro,RE2014NLD-A-RE2-005,2015-10-15 20:44:15
Jonko,RE2014LVA-A-RE1-050,2015-10-11 11:30:25
Jonko,RE2014LVA-A-RE1-010,2015-10-11 11:29:48
Jonko,RE2014LVA-A-RE1-002,2015-10-11 11:29:39
Tsetso,RE2015LTU-A-RE1-200,2015-10-11 03:10:55
Lili,RE2014BEL-A-RE3-005,2015-10-01 10:42:58
Lili,RE2011EST-A-RE1-002,2015-10-01 10:42:30
Marina,CC2014DEU-A-CC1-200,2015-10-01 10:35:22
Marina,CC2015DEU-A-CC1-200,2015-10-01 10:35:03
Marina,CC2012DEU-A-TYE-200,2015-09-07 11:35:19
Tsetso,RE2006VAT-A-RE3-050,2015-08-04 22:00:16
Niki,RE2014LVA-A-RE1-010,2015-08-04 10:13:22
Niki,RE2014LVA-A-RE1-002,2015-08-04 10:13:17
Marina,RE2014LVA-A-RE1-010,2015-08-04 10:09:52
Marina,RE2014LVA-A-RE1-002,2015-08-04 10:09:39
Marina,RE2014LVA-A-RE1-001,2015-08-04 10:09:22
Lili,RE2015LTU-A-RE1-100,2015-08-04 09:44:24
Lili,RE2014LVA-A-RE1-010,2015-08-04 09:44:01
Lili,RE2014LVA-A-RE1-005,2015-08-04 09:43:56
Lili,RE2014LVA-A-RE1-002,2015-08-04 09:43:50
Lili,RE2014LVA-A-RE1-001,2015-08-04 09:43:46
Niki,CC2012GRC-A-TYE-200,2015-07-15 12:40:15
Lili,RE2008CYP-A-RE1-005,2015-07-02 10:02:29
Jonko,CC2012BEL-A-CC1-200,2015-06-07 21:07:16
Marina,CC2015DEU-A-CC2-200,2015-06-05 13:34:36
Joro,RE2009SVK-A-RE1-002,2015-05-30 11:15:56
Joro,RE2002GRC-A-RE1-002,2015-05-29 22:13:02
Lili,CC2015DEU-A-CC1-200,2015-05-25 09:22:20
Tsetso,CC2013NLD-A-CC2-200,2015-05-16 11:20:10
Jonko,CC2015DEU-A-CC1-200,2015-05-07 14:55:05
Niki,CC2015DEU-A-CC1-200,2015-05-07 14:54:56
Tsetso,RE2002LUX-A-RE1-050,2015-04-27 18:12:26
Tsetso,CC2012NLD-A-TYE-200,2015-04-22 08:40:13
Tsetso,CC2009FRA-A-EMU-200,2015-04-16 11:01:58
Marina,CC2013ITA-A-CC2-200,2015-04-14 14:12:45
Niki,CC2014ITA-A-CC2-200,2015-04-14 08:41:34
Niki,CC2013FRA-A-CC1-200,2015-04-14 08:40:55
Niki,CC2013NLD-A-CC1-200,2015-04-14 08:39:33
Niki,CC2012ITA-A-CC1-200,2015-04-14 08:39:08
Lili,CC2015DEU-A-CC2-200,2015-04-13 22:05:28
Tsetso,RE2009SVK-A-RE1-100,2015-04-06 22:39:34
Tsetso,CC2015DEU-A-CC1-200,2015-04-06 22:28:33
Tsetso,CC2008FRA-A-CC1-200,2015-04-02 21:46:40
Tsetso,CC2015DEU-A-CC2-200,2015-04-02 21:45:51
Joro,RE2008BEL-A-RE2-002,2015-03-28 10:34:53
Joro,RE1999NLD-A-RE1-200,2015-03-28 10:26:45
Joro,RE1999NLD-A-RE1-020,2015-03-28 10:26:15
Niki,CC2015DEU-A-CC2-200,2015-03-17 11:45:48
Tsetso,CC2007ITA-A-TOR-200,2015-02-12 08:36:16
Niki,RE2014BEL-A-RE3-005,2015-01-26 11:20:36
Jonko,CC2014NLD-A-CC1-200,2015-01-26 10:51:15
Jonko,RE2014NLD-A-RE2-005,2015-01-26 10:50:57
Marina,RE2014BEL-A-RE3-005,2015-01-26 10:44:19
Marina,RE2014NLD-A-RE2-005,2015-01-26 10:42:38
Marina,CC2013NLD-A-CC2-200,2015-01-26 10:42:22
Niki,RE2014NLD-A-RE2-005,2015-01-26 09:06:05
Niki,CC2013NLD-A-CC2-200,2015-01-26 09:05:53
Lili,RE2014NLD-A-RE2-010,2015-01-25 22:26:32
Lili,RE2014NLD-A-RE2-005,2015-01-25 22:25:45
Lili,CC2014NLD-A-CC1-200,2015-01-25 22:25:17
Lili,RE2014NLD-A-RE2-200,2015-01-25 22:24:55
Lili,CC2013NLD-A-CC2-200,2015-01-25 22:24:24
Marina,CC2012BEL-A-CC1-200,2014-12-17 23:46:09
Joro,RE1999NLD-A-RE1-005,2014-10-23 21:40:40
Tsetso,CC2014DEU-A-CC1-200,2014-09-01 12:58:00
Tsetso,RE2014NLD-A-RE2-050,2014-09-01 12:56:18
Jonko,CC2010ITA-A-CC1-200,2014-08-19 10:52:46
Marina,CC2009ITA-A-CC1-200,2014-08-19 10:22:27
Niki,RE2014NLD-A-RE2-020,2014-08-19 10:20:00
Lili,CC2013ITA-A-CC2-200,2014-08-19 08:44:05
Niki,CC2013ITA-A-CC2-200,2014-08-18 18:36:23
Niki,CC2013ITA-A-CC1-200,2014-08-18 18:36:14
Joro,RE2002GRC-A-RE1-005,2014-08-02 21:39:42
Joro,RE2002GRC-A-RE1-200,2014-08-02 21:38:56
Joro,RE2008BEL-A-RE2-200,2014-08-02 21:36:57
Joro,RE2008BEL-A-RE2-050,2014-08-02 21:36:49
Joro,RE1999BEL-A-RE1-005,2014-08-02 21:36:06
Niki,CC2012ITA-A-TYE-200,2014-07-23 10:19:32
Lili,RE2002PRT-A-RE1-002,2014-07-22 17:23:40
Lili,RE2008MLT-A-RE1-100,2014-07-22 17:23:28
Lili,RE2011EST-A-RE1-050,2014-07-20 12:19:03
Lili,CC2009ESP-A-EMU-200,2014-07-20 12:17:28
Lili,CC2013DEU-A-CC2-200,2014-07-20 12:16:00
Lili,CC2012ITA-A-TYE-200,2014-07-20 12:15:38
Tsetso,CC2012AUT-A-TYE-200,2014-06-14 12:30:45
Tsetso,RE2008BEL-A-RE2-050,2014-06-06 11:11:37
Marina,RE1999FIN-A-RE1-010,2014-06-04 15:57:08
Tsetso,CC2006BEL-A-CC1-200,2014-06-02 11:05:45
Joro,RE1999ITA-A-RE1-200,2014-05-21 23:38:19
Joro,RE1999ITA-A-RE1-100,2014-05-21 23:38:14
Joro,RE1999ITA-A-RE1-050,2014-05-21 23:38:05
Joro,RE1999ITA-A-RE1-020,2014-05-21 23:37:58
Joro,RE1999ITA-A-RE1-005,2014-05-21 23:37:44
Joro,RE1999ITA-A-RE1-002,2014-05-21 23:37:37
Joro,RE1999ITA-A-RE1-001,2014-05-21 23:37:28
Joro,RE2002IRL-A-RE1-001,2014-05-21 23:24:59
Joro,RE2014ESP-A-RE2-001,2014-05-21 23:24:09
Joro,RE2014ESP-A-RE2-005,2014-05-21 23:23:12
Joro,RE1999ITA-A-RE1-010,2014-05-21 23:22:14
Joro,RE2008BEL-A-RE2-010,2014-05-21 23:21:37
Joro,RE2009SVK-A-RE1-020,2014-05-21 23:20:50
Joro,CC2004GRC-A-CC1-200,2014-05-21 23:19:37
Joro,CC2010DEU-A-CC1-200,2014-05-21 23:18:56
Joro,CC2013DEU-A-CC1-200,2014-05-21 23:18:16
Joro,CC2007DEU-A-CC1-200,2014-05-21 23:17:33
Tsetso,RE1999FIN-A-RE1-200,2014-05-09 22:55:06
Tsetso,CC2012FIN-A-TYE-200,2014-04-23 11:00:42
Tsetso,CC2004GRC-A-CC1-200,2014-04-07 09:07:19
Tsetso,RE2008MLT-A-RE1-200,2014-03-10 10:54:17
Lili,CC2011ITA-A-CC1-200,2014-03-07 12:44:05
Lili,RE2008MLT-A-RE1-005,2014-01-29 22:10:17
Lili,CC2006ITA-A-CC1-200,2014-01-29 22:09:42
Joro,RE2008BEL-A-RE2-020,2014-01-05 18:37:15
Joro,RE2011EST-A-RE1-010,2014-01-05 18:34:12
Joro,RE2002GRC-A-RE1-020,2014-01-05 18:32:54
Tsetso,RE2002LUX-A-RE1-002,2013-11-16 15:06:35
Tsetso,CC2012FRA-A-TYE-200,2013-11-04 21:26:25
Joro,CC2006ITA-A-CC1-200,2013-10-17 22:47:41
Joro,CC2007DEU-A-TOR-200,2013-10-17 22:46:55
Joro,CC2008FRA-A-CC1-200,2013-10-17 22:46:05
