type,year,country,series,value,id,image,feature,volume
CC,2022,Latvia,CC-2022,2.0,CC2022LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0427-23r.jpg,The centenary of Latvijas Banka – financial literacy,415 000 coins
CC,2022,Luxembourg,CC-2022,2.0,CC2022LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/2022_comm1_Luxembourg-stephanieguillaume_540x540.jpg,The 10th anniversary of the marriage of the Hereditary Grand Duke Guillaume and the Hereditary Grand Duchesse Stéphanie,500 000 coins
CC,2022,Luxembourg,CC-2022,2.0,CC2022LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/LU-lezteburg.jpg,The 50th Anniversary of the legal protection of the Luxembourg flag,500 000 coins
CC,2022,Spain,CC-2022,2.0,CC2022ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0416-23r.jpg,The 5th centennary of the first circumnavigation of the Earth,1 000 000 coins
CC,2022,Spain,CC-2022,2.0,CC2022ESP-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0415-23r.jpg,UNESCO,1 000 000 coins
CC,2022,Portugal,CC-2022,2.0,CC2022PRT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/0421-23r.jpg,"The 100th anniversary of the crossing the South Atlantic Ocean by air, achieved in 1922 by Gago Coutinho and Sacadura Cabral",1 000 000 coins
CC,2022,Italy,CC-2022,2.0,CC2022ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/IT-borsellino.jpg,The 30th Anniversary of the death of Giovanni Falcone and Paolo Borsellino,3 000 000 coins
CC,2022,Italy,CC-2022,2.0,CC2022ITA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/2022_1comm_Italy-polizia_540x540.jpg,170th Anniversary of the foundation of the Italian National Police,3 000 000 coins
CC,2022,Germany,CC-2022,2.0,CC2022DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/DE-thueringen.jpg,Bundeslander series – Thuringia,30 000 000 coins
CC,2022,Slovenia,CC-2022,2.0,CC2022SVN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2022/SL-slovenia.jpg,The 150th anniversary of the birth of architect Jože Plečnik,1 000 000 coins
CC,2023,Andorra,CC-2023,2.0,CC2023AND-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins1.jpg,Summer solstice fire festivals in the Pyrenees,70 000 coins
CC,2023,Andorra,CC-2023,2.0,CC2023AND-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins2.jpg,30 years of the entry of the Principality of Andorra into the United Nations,70 000 coins
CC,2023,Slovenia,CC-2023,2.0,CC2023SVN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins14.jpg,The 150th anniversary of the birth of Josip Plemelj (mathematician and astronomer),1 000 000 coins
CC,2023,Portugal,CC-2023,2.0,CC2023PRT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins11.jpg,Peace,1 015 000 coins
CC,2023,Portugal,CC-2023,2.0,CC2023PRT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins12.jpg,World Youth Day,1 015 000 coins
CC,2023,Cyprus,CC-2023,2.0,CC2023CYP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0029_540x5402.jpg,The 60th anniversary of the foundation of the Central Bank of Cyprus,412 000 coins
CC,2023,Finland,CC-2023,2.0,CC2023FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0038_540x540.jpg,Social and health services,400 000 coins
CC,2023,Finland,CC-2023,2.0,CC2023FIN-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0458-23r.jpg,Finland’s First Nature Conservation Act,400 000 coins
CC,2023,Slovakia,CC-2023,2.0,CC2023SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0049.jpg,200th anniversary of the start of the horse-drawn express mail coach service between Vienna and Bratislava,1 000 000 coins
CC,2023,Slovakia,CC-2023,2.0,CC2023SVK-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0443-23r.jpg,The 100th anniversary of the first blood transfusion in Slovakia,1 000 000 coins
CC,2023,Belgium,CC-2023,2.0,CC2023BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins3.jpg,The 75th anniversary of the national suffrage for women in Belgium,130 000 coins
CC,2023,Belgium,CC-2023,2.0,CC2023BEL-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins6.jpg,"The ‘year of art nouveau’, which takes place during 2023 in Belgium",155 000 coins
CC,2023,Croatia,CC-2023,2.0,CC2023HRV-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/Croatia_introduction_euro.jpg,The introduction of the euro as the official currency of Croatia on 1 January 2023,250 000 coins
CC,2023,San Marino,CC-2023,2.0,CC2023SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0053_540x540.jpg,The 500th anniversary of the death of Luca Signorelli,56 000 coins
CC,2023,San Marino,CC-2023,2.0,CC2023SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0029.jpg,The 500th anniversary of the death of Perugino,56 000 coins
CC,2023,Ireland,CC-2023,2.0,CC2023IRL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0033_540x540.jpg,The 50th anniversary of Ireland’s membership of the European Union,500 000 coins
CC,2023,Greece,CC-2023,2.0,CC2023GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0007.jpg,100 years from the birth of Maria Callas,750 000 coins
CC,2023,Greece,CC-2023,2.0,CC2023GRC-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0023_540x540.jpg,150 years from the birth of Constantin Carathéodory,750 000 coins
CC,2023,Estonia,CC-2023,2.0,CC2023EST-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0018.jpg,Estonian national bird – the barn swallow,1 000 000 coins
CC,2023,France,CC-2023,2.0,CC2023FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0021.jpg,Rugby World Cup France 2023,15 000 000 coins
CC,2023,France,CC-2023,2.0,CC2023FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0405-23r.jpg,Olympic Games Paris 2024,260 000 coins
CC,2023,Malta,CC-2023,2.0,CC2023MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0041_540x540.jpg,The arrival of the French in Malta in 1798,85 500 coins
CC,2023,Malta,CC-2023,2.0,CC2023MLT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0049_540x540.jpg,The 550th anniversary of the birth of Nicolaus Copernicus,95 500 coins
CC,2023,Monaco,CC-2023,2.0,CC2023MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins10.jpg,100th anniversary of the birth of Prince Rainier III,25 000 coins
CC,2023,Spain,CC-2023,2.0,CC2023ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0024.jpg,The Spanish Presidency of the Council of the EU,1 500 000 coins
CC,2023,Spain,CC-2023,2.0,CC2023ESP-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0418-23r.jpg,UNESCO,1 500 000 coins
CC,2023,Vatican City,CC-2023,2.0,CC2023VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/Vatican_Alessandro_Manzoni1.jpg,The 150th anniversary of the death of Alessandro Manzoni,82 500 coins
CC,2023,Vatican City,CC-2023,2.0,CC2023VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0031.jpg,The 5th Centenary of the death of Pietro Perugino,82 500 coins
CC,2023,Latvia,CC-2023,2.0,CC2023LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/coins7.jpg,Ukraine Sunflower,415 000 coins
CC,2023,Lithuania,CC-2023,2.0,CC2023LTU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0433-23r.jpg,Together with Ukraine,500 000 coins
CC,2023,Germany,CC-2023,2.0,CC2023DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/IMG_0229.jpg,"The 1275th anniversary of the birth of Charlemagne (748–814), King of the Franks and Holy Roman Emperor",20 000 000 coins
CC,2023,Germany,CC-2023,2.0,CC2023DEU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/2023_comm_Germany-Hamburg_540x520.jpg,Bundeslander series – Hamburg,30 000 000 coins
CC,2023,Luxembourg,CC-2023,2.0,CC2023LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0437-23r.jpg,The 175th anniversary of the Luxembourg Parliament,500 000 coins
CC,2023,Luxembourg,CC-2023,2.0,CC2023LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0439-23r.jpg,,500 000 coins
CC,2023,Italy,CC-2023,2.0,CC2023ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0446-23r.jpg,The 100th anniversary of the Air Force,3 000 000 coins
CC,2023,Italy,CC-2023,2.0,CC2023ITA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2023/0448-23r.jpg,The 150th anniversary of the death of Alessandro Manzoni,3 000 000 coins
CC,2024,Lithuania,CC-2024,2.0,CC2024LTU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Lithuania.jpg,Lithuanian tradition of straw gardens inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity,500 000 coins
CC,2024,Cyprus,CC-2024,2.0,CC2024CYP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Cyprus.jpg,20 years since the Accession of Cyprus to the European Union,7 000 coins
CC,2024,Andorra,CC-2024,2.0,CC2024AND-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Andorra_01.jpg,100 years of skiing in Andorra,60 000 coins
CC,2024,Andorra,CC-2024,2.0,CC2024AND-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Andorra_02.jpg,UCI Mountain Bike World Championships 2024,60 000 coins
CC,2024,Finland,CC-2024,2.0,CC2024FIN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Finland1.jpg,Finnish Architecture,400 000 coins
CC,2024,Finland,CC-2024,2.0,CC2024FIN-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0036.jpg,Elections and democracy,400 000 coins
CC,2024,Latvia,CC-2024,2.0,CC2024LVA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Latvia.jpg,Himmeli,413 000 coins
CC,2024,Slovenia,CC-2024,2.0,CC2024SVN-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Slovenia.jpg,250 years of National and University Library (Narodna in univerzitetna knjižnica),1 000 000 coins
CC,2024,Vatican City,CC-2024,2.0,CC2024VAT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0056-540x540.jpg,The 750th anniversary of the death of St. Thomas Aquinas,82 900 coins
CC,2024,Vatican City,CC-2024,2.0,CC2024VAT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/placeholder_coming_soon.jpg,The 150th anniversary of the birth of Guglielmo Marconi,82 900 coins
CC,2024,Croatia,CC-2024,2.0,CC2024HRV-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Croatia.jpg,The 500th anniversary of Marko Marulić’s enduring legacy,200 000 coins
CC,2024,Croatia,CC-2024,2.0,CC2024HRV-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Croatia1.jpg,Varaždin (Stari grad Varaždin – the Old Town of Varaždin),200 000 coins
CC,2024,Slovakia,CC-2024,2.0,CC2024SVK-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Slovakia1.jpg,100th anniversary of the Košice Peace Marathon,1 000 000 coins
CC,2024,San Marino,CC-2024,2.0,CC2024SMR-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/San%20Marino1.jpg,530th anniversary of the death of Ghirlandaio,56 000 coins
CC,2024,San Marino,CC-2024,2.0,CC2024SMR-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0081_1.jpg,The 50th anniversary of the Declaration of Citizens' Rights and the Fundamental Principles of San Marino,56 000 coins
CC,2024,Portugal,CC-2024,2.0,CC2024PRT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0052-540x540_2.jpg,Portugal’s participation in the 33rd Olympic Games,520 000 coins
CC,2024,Portugal,CC-2024,2.0,CC2024PRT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0077.jpg,The 50th anniversary of the 25th of April 1974,515 000 coins
CC,2024,Greece,CC-2024,2.0,CC2024GRC-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Greece_021.jpg,50 years from the restoration of democracy in Greece,750 000 coins
CC,2024,Greece,CC-2024,2.0,CC2024GRC-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Greece_011.jpg,150 years from the birth of Penelope Delta,750 000 coins
CC,2024,Malta,CC-2024,2.0,CC2024MLT-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Malta_011.jpg,The Maltese Honey Bee,85 500 coins
CC,2024,Malta,CC-2024,2.0,CC2024MLT-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/Malta_021.jpg,Iċ-Ċittadella (The Citadel),85 500 coins
CC,2024,Estonia,CC-2024,2.0,CC2024EST-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0060.jpg,The cornflower – Estonian national flower,1 000 000 coins
CC,2024,Monaco,CC-2024,2.0,CC2024MCO-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0046-540x540_2.jpg,500 years since the signature of the Treaty with Charles V,15 000 coins
CC,2024,France,CC-2024,2.0,CC2024FRA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0044-540x540_2.jpg,The Eiffel Tower,24 000 000 coins
CC,2024,France,CC-2024,2.0,CC2024FRA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/2024_comm_France1.JPG,Jeux Olympiques 2024 - Lutte,510 000 coins
CC,2024,Belgium,CC-2024,2.0,CC2024BEL-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0032-540x540_2.jpg,Fight against cancer in Belgium,2 130 000 coins
CC,2024,Belgium,CC-2024,2.0,CC2024BEL-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/2024_comm_Belgium2.jpg,The Belgian presidency of the Council of the EU,2 128 500 coins
CC,2024,Spain,CC-2024,2.0,CC2024ESP-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0083.jpg,200 years since the creation of the National Police as a state security corp,1 500 000 coins
CC,2024,Spain,CC-2024,2.0,CC2024ESP-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0087_1.jpg,"The recognition of Seville (Archivo de Indias, Real Alcazar de Sevilla y Catedral de Sevilla) as a UNESCO World Heritage Site",1 500 000 coins
CC,2024,Germany,CC-2024,2.0,CC2024DEU-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0112.jpg,"The 175th anniversary of the Frankfurt Constitution (also known as the St Paul’s Church Constitution, which was the first attempt to create a unified German nation state.)",30 000 000 coins
CC,2024,Germany,CC-2024,2.0,CC2024DEU-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0080-540x540_1.jpg,Mecklenburg-Vorpommern,30 000 000 coins
CC,2024,Luxembourg,CC-2024,2.0,CC2024LUX-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/2024_comm_Luxembourg_3.JPG,The 175th anniversary of the death of Grand Duke Guillaume II,200 000 coins
CC,2024,Luxembourg,CC-2024,2.0,CC2024LUX-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/2024_comm_Luxembourg1.JPG,"The 100th anniversary of the signature by the Grand Duchess Charlotte of the Grand Ducal decree concerning the issuance of the divisional currency in nickel, commonly called ‘Feierstéppler’",200 000 coins
CC,2024,Italy,CC-2024,2.0,CC2024ITA-A-CC1-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0039.jpg,The 250th anniversary of the foundation of the Guardia di Finanza Corps,3 000 000 coins
CC,2024,Italy,CC-2024,2.0,CC2024ITA-A-CC2-200,https://www.ecb.europa.eu/euro/coins/comm/html/comm_2024/IMG_0072.jpg,Rita Levi-Montalcini,3 000 000 coins
